"Company Name","phone","website","Normalize a Domain","Normalized Url","address","categoryName","city","state","url","postalCode","totalScore","reviewsCount","Enrich company","Id","Find people at company by job title","First Name - People - Results","Last Name - People - Results","Name - People - Results","Title - People - Results","Street Address - People - Results"
"Carl A. Nelson & Company — Design-Build, Construction Management and General Contractor","+1 319-754-8415","https://www.carlanelsoncoconstruction.com/","carlanelsoncoconstruction.com","carlanelsoncoconstruction.com","1815 Des Moines Ave, Burlington, IA 52601, United States","Construction company","Burlington","Iowa","https://www.google.com/maps/search/?api=1&query=Carl%20A.%20Nelson%20%26%20Company%20%E2%80%94%20Design-Build%2C%20Construction%20Management%20and%20General%20Contractor&query_place_id=ChIJNUkG0c4x4YcRZKe-fLzbOm4",52601,4.7,12,"✅ Carl A. Nelson & Company | Construction Professionals","54a1359a69702d3e839bc100","✅ Found 10 people","Tyler","Hackman","Tyler Hackman","Project Manager",
"KRM Development, LLC","(515) 243-1191","http://www.krmcustomhomes.com/","krmcustomhomes.com","krmcustomhomes.com","10640 Justin Dr, Urbandale, IA 50322","Custom home builder","Urbandale","Iowa","https://www.google.com/maps/search/?api=1&query=KRM%20Development%2C%20LLC&query_place_id=ChIJfcYHBEon7IcRwRlVnUIkr4g",50322,4.7,57,"✅ KRM Development, LLC","56db6f3ff3e5bb056b001cfa","✅ Found 6 people","Tyler","Spenner","Tyler Spenner","Estimating Manager",
"D & B Agro-Systems Ltd","(641) 864-2604","http://www.dandbsystems.com/","dandbsystems.com","dandbsystems.com","27845 US-65, Hubbard, IA 50122","Construction company","Hubbard","Iowa","https://www.google.com/maps/search/?api=1&query=D%20%26%20B%20Agro-Systems%20Ltd&query_place_id=ChIJH9DuQaU77ocRCBYTAMFYNBQ",50122,4.8,4,"✅ D & B Agro-Systems, Ltd","5db40fe1ed61090001944aed","✅ Found 1 person","Tyse","Gunderson","Tyse Gunderson","Crane Manager",
"Johnson Construction","(515) 205-9810","https://johnsonconstructionia.com/","johnsonconstructionia.com","johnsonconstructionia.com","201 E Main St, St Charles, IA 50240","Home builder","St Charles","Iowa","https://www.google.com/maps/search/?api=1&query=Johnson%20Construction&query_place_id=ChIJL_c-By0H7IcRWXfiBiNz4zE",50240,4.8,5,"✅ Johnson Construction","5e574ed46d127c0001d25dcb","✅ Found 10 people","Vernell","Johnson","Vernell Johnson","CEO",
"GC3","(855) 936-4949","http://gc3builders.com/","gc3builders.com","gc3builders.com","1200 12th St, West Des Moines, IA 50265","General contractor","West Des Moines","Iowa","https://www.google.com/maps/search/?api=1&query=GC3&query_place_id=ChIJLQkilEef7ocR0_TSi_nmhkQ",50265,5,1,"✅ GC3","5c23520cf651256cc2b4266f","✅ Found 10 people","Volodymyr","Pavelko","Volodymyr Pavelko","Co-Founder & CEO",
"Encompass Builders","(515) 306-9387","https://www.encompassbuilders.com/","encompassbuilders.com","encompassbuilders.com","3701 1/2 Douglas Ave, Des Moines, IA 50310","Construction company","Des Moines","Iowa","https://www.google.com/maps/search/?api=1&query=Encompass%20Builders&query_place_id=ChIJyyWrpICd7ocRCHLbQWoNZXQ",50310,4.4,7,"✅ Encompass Builders","60f2f17b3061aa00012ef97e","✅ Found 10 people","Wade","Madden","Wade Madden","Owner",
"Integrity Construction","(515) 268-3346","http://www.buildwithintegrity.com/","buildwithintegrity.com","buildwithintegrity.com","623 E Lincoln Wy, Ames, IA 50010","Home builder","Ames","Iowa","https://www.google.com/maps/search/?api=1&query=Integrity%20Construction&query_place_id=ChIJZ4fimHVw7ocRri8u_ahRSOg",50010,4.9,38,"✅ Integrity Construction - Ames","55e79cbcf3e5bb303b0000ce","✅ Found 2 people","Wade","Nelson","Wade Nelson","Project Manager",
"JW Home Builders","(319) 294-4274","http://jwhomebuilders.com/","jwhomebuilders.com","jwhomebuilders.com","1011 Longfellow Dr suite a, Hiawatha, IA 52233","Home builder","Hiawatha","Iowa","https://www.google.com/maps/search/?api=1&query=JW%20Home%20Builders&query_place_id=ChIJh96Jdgby5IcRZrOcRnD_LKE",52233,4.7,3,"✅ JW Builders","54a1bcbd746869586025b40c","✅ Found 2 people","Wagner","Jim","Wagner Jim","Owner Manager",
"Pella Buildings","(641) 628-9300","https://www.pellabuildings.com/","pellabuildings.com","pellabuildings.com","906 W 9th St, Pella, IA 50219","General contractor","Pella","Iowa","https://www.google.com/maps/search/?api=1&query=Pella%20Buildings&query_place_id=ChIJj3bn4eMv74cRNPS7mzy6d1A",50219,5,2,"✅ Pella Building Systems","54a1cdb674686942d33a3512","✅ Found 1 person","Wiebe","Goodyk","Wiebe Goodyk","Owner",
"Mad City Windows & Baths of Des Moines","(515) 608-7971","https://madcitywindows.com/des-moines/?utm_source=gmb&utm_medium=Yext&y_source=1_NjY1MDE4OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","madcitywindows.com","madcitywindows.com","2900 SE Enterprise Dr, Grimes, IA 50111","Window installation service","Grimes","Iowa","https://www.google.com/maps/search/?api=1&query=Mad%20City%20Windows%20%26%20Baths%20of%20Des%20Moines&query_place_id=ChIJkXQlo-sn7IcR4JyfObrwaYw",50111,4.8,1152,"✅ Mad City Windows & Baths","54a1273769702dab37e85600","✅ Found 10 people","Will","B","Will B","Manager",
